,,0
Adjusted_High_Privilege_Integrity_Ratio,Adjusted_Desc_Product_Company_Avg_Proportion,0.5881553682247068
Adjusted_Desc_Product_Company_Avg_Proportion,Adjusted_High_Privilege_Integrity_Ratio,0.5881553682247068
Avg_Permission_Flag_Count,Unique_Keyword_Task_Ratio,0.5841791120584421
Unique_Keyword_Task_Ratio,Avg_Permission_Flag_Count,0.5841791120584421
Unique_File_Paths_Accessed,Adjusted_Desc_Product_Company_Avg_Proportion,0.5725793819275815
Adjusted_Desc_Product_Company_Avg_Proportion,Unique_File_Paths_Accessed,0.5725793819275815
Average_Event_Time_Interval,Cmd_Length_x_Num_Digits,0.5722023076745583
Cmd_Length_x_Num_Digits,Average_Event_Time_Interval,0.5722023076745583
Aggregated_File_Version_Feature,Process_ID_Entropy,0.5615147312695508
Process_ID_Entropy,Aggregated_File_Version_Feature,0.5615147312695508
Unique_File_Paths_Accessed,Cmd_Length_x_Num_Digits,0.5561585854146367
Cmd_Length_x_Num_Digits,Unique_File_Paths_Accessed,0.5561585854146367
Event_Record_Id_Ratio,Process_ID_Entropy,0.5552196151032189
Process_ID_Entropy,Event_Record_Id_Ratio,0.5552196151032189
Unique_Opcode_Ratio,Desc_Product_Company_Entropy_Proportion,0.5398326734079872
Desc_Product_Company_Entropy_Proportion,Unique_Opcode_Ratio,0.5398326734079872
Event_UserData_CompatibilityFixEvent_FixID_Count,Adjusted_Service_Entropy_Avg_Proportion,0.5383278040844172
Adjusted_Service_Entropy_Avg_Proportion,Event_UserData_CompatibilityFixEvent_FixID_Count,0.5383278040844172
System_Provider_Entropy,Unique_System_Provider_HC_State_Ratio,0.5350179887337034
Unique_System_Provider_HC_State_Ratio,System_Provider_Entropy,0.5350179887337034
Unique_Keyword_Task_Ratio,Adjusted_Service_Entropy_Avg_Proportion,0.5303099449310551
Adjusted_Service_Entropy_Avg_Proportion,Unique_Keyword_Task_Ratio,0.5303099449310551
Unique_System_Provider_HC_State_Ratio,Opcode_Entropy,0.5241375322708711
Opcode_Entropy,Unique_System_Provider_HC_State_Ratio,0.5241375322708711
Event_Record_Id_Ratio,Avg_Children_Per_Parent,0.5187493818574185
Avg_Children_Per_Parent,Event_Record_Id_Ratio,0.5187493818574185
Adjusted_High_Privilege_Integrity_Ratio,Cmd_Length_x_Num_Digits,0.516750682444974
Cmd_Length_x_Num_Digits,Adjusted_High_Privilege_Integrity_Ratio,0.516750682444974
Event_UserData_CompatibilityFixEvent_FixID_Count,Unique_Keyword_Task_Ratio,0.5090063435670563
Unique_Keyword_Task_Ratio,Event_UserData_CompatibilityFixEvent_FixID_Count,0.5090063435670563
Process_Burstiness_Ratio,Event_Record_Id_Ratio,0.5013612848312007
Event_Record_Id_Ratio,Process_Burstiness_Ratio,0.5013612848312007
Adjusted_Unique_Process_Guid_Utc_Ratio,Unique_File_Paths_Accessed,0.4989904051776104
Unique_File_Paths_Accessed,Adjusted_Unique_Process_Guid_Utc_Ratio,0.4989904051776104
Adjusted_High_Privilege_Integrity_Ratio,Original_File_Numeric,0.49554751987949774
Original_File_Numeric,Adjusted_High_Privilege_Integrity_Ratio,0.49554751987949774
Desc_Product_Company_Entropy_Proportion,Average_Event_Time_Interval,0.4768621366224506
Average_Event_Time_Interval,Desc_Product_Company_Entropy_Proportion,0.4768621366224506
Process_ID_Entropy,Event_Kurtosis_Skewness,0.4748968959824966
Event_Kurtosis_Skewness,Process_ID_Entropy,0.4748968959824966
Adjusted_Cmd_Extension_Count,Process_ID_Entropy,0.47474208677022134
Process_ID_Entropy,Adjusted_Cmd_Extension_Count,0.47474208677022134
Cmd_Num_Special_Chars,Adjusted_High_Privilege_Integrity_Ratio,0.47278777729148286
Adjusted_High_Privilege_Integrity_Ratio,Cmd_Num_Special_Chars,0.47278777729148286
Average_Event_Time_Interval,Std_Event_Time_Interval,0.4718850522958251
Std_Event_Time_Interval,Average_Event_Time_Interval,0.4718850522958251
Average_Event_Time_Interval,Unique_Message_Line_Numbers,0.46864033188886933
Unique_Message_Line_Numbers,Average_Event_Time_Interval,0.46864033188886933
Unique_Opcode_Ratio,Uncategorized_Event_Ratio,0.4663765115483287
Uncategorized_Event_Ratio,Unique_Opcode_Ratio,0.4663765115483287
Common_Process_Name_Usage,Unique_File_Paths_Accessed,0.46479062097429363
Unique_File_Paths_Accessed,Common_Process_Name_Usage,0.46479062097429363
System_Provider_Entropy,Process_ID_Entropy,0.4631016682511356
Process_ID_Entropy,System_Provider_Entropy,0.4631016682511356
Cmd_Length_x_Num_Digits,Adjusted_Original_File_Alpha_Numeric,0.4537130652640445
Adjusted_Original_File_Alpha_Numeric,Cmd_Length_x_Num_Digits,0.4537130652640445
Suspicious_Directory_Count,Suspicious_Process_Path,0.4527630830437776
Suspicious_Process_Path,Suspicious_Directory_Count,0.4527630830437776
Adjusted_Original_File_Alpha_Numeric,Cmd_Num_Uppercase,0.44841805200941615
Cmd_Num_Uppercase,Adjusted_Original_File_Alpha_Numeric,0.44841805200941615
Adjusted_Desc_Product_Company_Avg_Proportion,Adjusted_Original_File_Alpha_Numeric,0.4474416777406202
Adjusted_Original_File_Alpha_Numeric,Adjusted_Desc_Product_Company_Avg_Proportion,0.4474416777406202
Original_File_Numeric,Unique_File_Paths_Accessed,0.4462656552356203
Unique_File_Paths_Accessed,Original_File_Numeric,0.4462656552356203
Adjusted_Original_File_Alpha_Numeric,Original_File_Keyword,0.4453110124193166
Original_File_Keyword,Adjusted_Original_File_Alpha_Numeric,0.4453110124193166
Unique_File_Paths_Accessed,Cmd_Num_Special_Chars,0.4403116552003884
Cmd_Num_Special_Chars,Unique_File_Paths_Accessed,0.4403116552003884
Adjusted_High_Privilege_Integrity_Ratio,Cmd_Key_Count,0.438687634387774
Cmd_Key_Count,Adjusted_High_Privilege_Integrity_Ratio,0.438687634387774
Original_File_Ext,Unique_File_Paths_Accessed,0.4341842814955176
Unique_File_Paths_Accessed,Original_File_Ext,0.4341842814955176
Event_Record_Id_Ratio,Event_Kurtosis_Skewness,0.4316506801295863
Event_Kurtosis_Skewness,Event_Record_Id_Ratio,0.4316506801295863
Avg_Children_Per_Parent,Avg_Payload_Size,0.43062171181972353
Avg_Payload_Size,Avg_Children_Per_Parent,0.43062171181972353
System_Provider_Entropy,Avg_Metadata_Path_Entropy,0.42303217465556947
Avg_Metadata_Path_Entropy,System_Provider_Entropy,0.42303217465556947
Suspicious_Process_Path,Adjusted_High_Privilege_Integrity_Ratio,0.4208548069488328
Adjusted_High_Privilege_Integrity_Ratio,Suspicious_Process_Path,0.4208548069488328
Original_File_Numeric,Desc_Product_Company_Entropy_Proportion,0.4202027024223595
Desc_Product_Company_Entropy_Proportion,Original_File_Numeric,0.4202027024223595
Hash_Anomalies,Original_File_Numeric,0.418736552072165
Original_File_Numeric,Hash_Anomalies,0.418736552072165
Event_Kurtosis_Skewness,Avg_Children_Per_Parent,0.4173833867888579
Avg_Children_Per_Parent,Event_Kurtosis_Skewness,0.4173833867888579
Adjusted_High_Privilege_Integrity_Ratio,Original_File_Ext,0.41707003649996516
Original_File_Ext,Adjusted_High_Privilege_Integrity_Ratio,0.41707003649996516
Avg_Children_Per_Parent,Opcode_Entropy,0.41609625031953534
Opcode_Entropy,Avg_Children_Per_Parent,0.41609625031953534
Unique_Opcode_Ratio,Interface_Guid_Ratio,0.4106991730687427
Interface_Guid_Ratio,Unique_Opcode_Ratio,0.4106991730687427
Original_File_Numeric,Adjusted_Original_File_Alpha_Numeric,0.4088077128720663
Adjusted_Original_File_Alpha_Numeric,Original_File_Numeric,0.4088077128720663
Cmd_Key_Count,Suspicious_Process_Path,0.4078022054088054
Suspicious_Process_Path,Cmd_Key_Count,0.4078022054088054
Unique_System_Provider_HC_State_Ratio,Event_Task_Keyword_Entropy,0.4074135529369207
Event_Task_Keyword_Entropy,Unique_System_Provider_HC_State_Ratio,0.4074135529369207
Uncategorized_Event_Ratio,Event_UserData_CompatibilityFixEvent_FixID_Count,0.40382517210852586
Event_UserData_CompatibilityFixEvent_FixID_Count,Uncategorized_Event_Ratio,0.40382517210852586
Unique_File_Paths_Accessed,Original_File_Keyword,0.4037636635657169
Original_File_Keyword,Unique_File_Paths_Accessed,0.4037636635657169
Common_Process_Name_Usage,Avg_Permission_Flag_Count,0.4015627691733944
Avg_Permission_Flag_Count,Common_Process_Name_Usage,0.4015627691733944
Avg_Metadata_Path_Entropy,Event_Task_Keyword_Entropy,0.4001296920152243
Event_Task_Keyword_Entropy,Avg_Metadata_Path_Entropy,0.4001296920152243
Auth_Event_Ratio,Unique_Opcode_Ratio,0.39884139229450666
Unique_Opcode_Ratio,Auth_Event_Ratio,0.39884139229450666
Original_File_Keyword,Cmd_Num_Uppercase,0.3983886903329708
Cmd_Num_Uppercase,Original_File_Keyword,0.3983886903329708
Avg_Children_Per_Parent,Adjusted_Original_File_Alpha_Numeric,0.39587330068419063
Adjusted_Original_File_Alpha_Numeric,Avg_Children_Per_Parent,0.39587330068419063
Unique_File_Paths_Accessed,Cmd_Num_Uppercase,0.3953169006764217
Cmd_Num_Uppercase,Unique_File_Paths_Accessed,0.3953169006764217
System_Provider_Entropy,Avg_Children_Per_Parent,0.3851498462460222
Avg_Children_Per_Parent,System_Provider_Entropy,0.3851498462460222
Avg_File_Count,Unique_File_Paths_Accessed,0.38305698608089317
Unique_File_Paths_Accessed,Avg_File_Count,0.38305698608089317
Adjusted_Unique_Process_Guid_Utc_Ratio,Adjusted_Original_File_Alpha_Numeric,0.3807654509255002
Adjusted_Original_File_Alpha_Numeric,Adjusted_Unique_Process_Guid_Utc_Ratio,0.3807654509255002
Unique_Message_Line_Numbers,Cmd_Length_x_Num_Digits,0.3806678546384229
Cmd_Length_x_Num_Digits,Unique_Message_Line_Numbers,0.3806678546384229
Mean_Median_Event_Count,Cmd_Key_Count,0.3767713750971662
Cmd_Key_Count,Mean_Median_Event_Count,0.3767713750971662
Process_ID_Entropy,Opcode_Entropy,0.3746541684046758
Opcode_Entropy,Process_ID_Entropy,0.3746541684046758
Cmd_Num_Special_Chars,Original_File_Keyword,0.3720017998663934
Original_File_Keyword,Cmd_Num_Special_Chars,0.3720017998663934
Adjusted_Desc_Product_Company_Avg_Proportion,Uncategorized_Event_Ratio,0.3669554348242024
Uncategorized_Event_Ratio,Adjusted_Desc_Product_Company_Avg_Proportion,0.3669554348242024
Original_File_Keyword,Adjusted_High_Privilege_Integrity_Ratio,0.36669442984214895
Adjusted_High_Privilege_Integrity_Ratio,Original_File_Keyword,0.36669442984214895
Adjusted_Original_File_Alpha_Numeric,Process_ID_Entropy,0.3639657963869311
Process_ID_Entropy,Adjusted_Original_File_Alpha_Numeric,0.3639657963869311
Unique_Opcode_Ratio,Unique_Keyword_Task_Ratio,0.36376349896822424
Unique_Keyword_Task_Ratio,Unique_Opcode_Ratio,0.36376349896822424
Avg_Metadata_Path_Entropy,Avg_Payload_Size,0.36325429506726037
Avg_Payload_Size,Avg_Metadata_Path_Entropy,0.36325429506726037
Adjusted_High_Privilege_Integrity_Ratio,Average_Event_Time_Interval,0.3620829904991586
Average_Event_Time_Interval,Adjusted_High_Privilege_Integrity_Ratio,0.3620829904991586
Uncategorized_Event_Ratio,Avg_Permission_Flag_Count,0.3609871525174046
Avg_Permission_Flag_Count,Uncategorized_Event_Ratio,0.3609871525174046
Privilege_Subject_Event_Ratio,Auth_Event_Ratio,0.36068908479141565
Auth_Event_Ratio,Privilege_Subject_Event_Ratio,0.36068908479141565
Cmd_Dir_Combined,Std_Event_Time_Interval,0.3602281344696488
Std_Event_Time_Interval,Cmd_Dir_Combined,0.3602281344696488
Cmd_Num_Special_Chars,Cmd_Num_Uppercase,0.35989876178523017
Cmd_Num_Uppercase,Cmd_Num_Special_Chars,0.35989876178523017
System_Provider_Entropy,Event_Kurtosis_Skewness,0.3584092646799358
Event_Kurtosis_Skewness,System_Provider_Entropy,0.3584092646799358
Interface_Guid_Ratio,Unique_Keyword_Task_Ratio,0.3517972309966037
Unique_Keyword_Task_Ratio,Interface_Guid_Ratio,0.3517972309966037
Unique_Opcode_Ratio,Adjusted_High_Privilege_Integrity_Ratio,0.3515923039100546
Adjusted_High_Privilege_Integrity_Ratio,Unique_Opcode_Ratio,0.3515923039100546
Opcode_Entropy,Source_Avg_Entropy_Proportion,0.34801055995567765
Source_Avg_Entropy_Proportion,Opcode_Entropy,0.34801055995567765
Adjusted_Service_Entropy_Avg_Proportion,Common_Process_Name_Usage,0.3475626097911616
Common_Process_Name_Usage,Adjusted_Service_Entropy_Avg_Proportion,0.3475626097911616
Event_Record_Id_Ratio,Opcode_Entropy,0.34616258750018564
Opcode_Entropy,Event_Record_Id_Ratio,0.34616258750018564
Common_Process_Name_Usage,Event_UserData_CompatibilityFixEvent_FixID_Count,0.3437462831734843
Event_UserData_CompatibilityFixEvent_FixID_Count,Common_Process_Name_Usage,0.3437462831734843
Adjusted_Original_File_Alpha_Numeric,Aggregated_File_Version_Feature,0.3431891651001035
Aggregated_File_Version_Feature,Adjusted_Original_File_Alpha_Numeric,0.3431891651001035
Event_Record_Id_Ratio,System_Provider_Entropy,0.34293615909153824
System_Provider_Entropy,Event_Record_Id_Ratio,0.34293615909153824
Auth_Event_Ratio,Average_Event_Time_Interval,0.34226896173411675
Average_Event_Time_Interval,Auth_Event_Ratio,0.34226896173411675
Process_ID_Entropy,Cmd_Num_Special_Chars,0.34164103957785075
Cmd_Num_Special_Chars,Process_ID_Entropy,0.34164103957785075
Original_File_Lower,Unique_File_Paths_Accessed,0.33988850476935234
Unique_File_Paths_Accessed,Original_File_Lower,0.33988850476935234
Event_Record_Id_Ratio,Avg_Metadata_Path_Entropy,0.3383132960552363
Avg_Metadata_Path_Entropy,Event_Record_Id_Ratio,0.3383132960552363
Adjusted_Original_File_Alpha_Numeric,Common_Process_Name_Usage,0.33743268169334356
Common_Process_Name_Usage,Adjusted_Original_File_Alpha_Numeric,0.33743268169334356
Suspicious_Process_Path,Original_File_Numeric,0.337264118578018
Original_File_Numeric,Suspicious_Process_Path,0.337264118578018
Unique_Message_Line_Numbers,Desc_Product_Company_Entropy_Proportion,0.334651335163456
Desc_Product_Company_Entropy_Proportion,Unique_Message_Line_Numbers,0.334651335163456
Adjusted_High_Privilege_Integrity_Ratio,Suspicious_Directory_Count,0.3326211007623946
Suspicious_Directory_Count,Adjusted_High_Privilege_Integrity_Ratio,0.3326211007623946
Cmd_Key_Count,Original_File_Numeric,0.3306436345539161
Original_File_Numeric,Cmd_Key_Count,0.3306436345539161
Opcode_Entropy,Event_Kurtosis_Skewness,0.32953937484269274
Event_Kurtosis_Skewness,Opcode_Entropy,0.32953937484269274
Adjusted_Desc_Product_Company_Avg_Proportion,Interface_Guid_Ratio,0.32923073373853584
Interface_Guid_Ratio,Adjusted_Desc_Product_Company_Avg_Proportion,0.32923073373853584
Adjusted_High_Privilege_Integrity_Ratio,Adjusted_Unique_Process_Guid_Utc_Ratio,0.3278278481864735
Adjusted_Unique_Process_Guid_Utc_Ratio,Adjusted_High_Privilege_Integrity_Ratio,0.3278278481864735
Original_File_Keyword,Cmd_Key_Count,0.3275310030178867
Cmd_Key_Count,Original_File_Keyword,0.3275310030178867
Uncategorized_Event_Ratio,Adjusted_Service_Entropy_Avg_Proportion,0.3273357917992162
Adjusted_Service_Entropy_Avg_Proportion,Uncategorized_Event_Ratio,0.3273357917992162
Original_File_Lower,Adjusted_High_Privilege_Integrity_Ratio,0.3265883969868765
Adjusted_High_Privilege_Integrity_Ratio,Original_File_Lower,0.3265883969868765
Unique_File_Paths_Accessed,Average_Event_Time_Interval,0.32521356390069944
Average_Event_Time_Interval,Unique_File_Paths_Accessed,0.32521356390069944
Adjusted_Desc_Product_Company_Avg_Proportion,Original_File_Numeric,0.32455013915335784
Original_File_Numeric,Adjusted_Desc_Product_Company_Avg_Proportion,0.32455013915335784
Avg_Metadata_Path_Entropy,Event_Kurtosis_Skewness,0.3237211581686821
Event_Kurtosis_Skewness,Avg_Metadata_Path_Entropy,0.3237211581686821
Suspicious_Process_Path,Unique_File_Paths_Accessed,0.31869022460806845
Unique_File_Paths_Accessed,Suspicious_Process_Path,0.31869022460806845
Adjusted_Desc_Product_Company_Avg_Proportion,Unique_Keyword_Task_Ratio,0.3156456998091707
Unique_Keyword_Task_Ratio,Adjusted_Desc_Product_Company_Avg_Proportion,0.3156456998091707
Avg_Payload_Size,Process_Burstiness_Ratio,0.3142721898649167
Process_Burstiness_Ratio,Avg_Payload_Size,0.3142721898649167
Adjusted_Original_File_Alpha_Numeric,Cmd_Key_Count,0.31344176417152547
Cmd_Key_Count,Adjusted_Original_File_Alpha_Numeric,0.31344176417152547
Cmd_Num_Special_Chars,Desc_Product_Company_Entropy_Proportion,0.3134053678589701
Desc_Product_Company_Entropy_Proportion,Cmd_Num_Special_Chars,0.3134053678589701
Desc_Product_Company_Entropy_Proportion,Original_File_Lower,0.31293248597012074
Original_File_Lower,Desc_Product_Company_Entropy_Proportion,0.31293248597012074
Avg_File_Count,Cmd_Num_Uppercase,0.3121894979501447
Cmd_Num_Uppercase,Avg_File_Count,0.3121894979501447
Adjusted_High_Privilege_Integrity_Ratio,Cmd_Num_Uppercase,0.31011337684172385
Cmd_Num_Uppercase,Adjusted_High_Privilege_Integrity_Ratio,0.31011337684172385
Uncategorized_Event_Ratio,Unique_File_Paths_Accessed,0.3075997816190475
Unique_File_Paths_Accessed,Uncategorized_Event_Ratio,0.3075997816190475
Adjusted_Original_File_Alpha_Numeric,Adjusted_Cmd_Extension_Count,0.3063664111414668
Adjusted_Cmd_Extension_Count,Adjusted_Original_File_Alpha_Numeric,0.3063664111414668
Adjusted_Desc_Product_Company_Avg_Proportion,Original_File_Lower,0.30601641394791973
Original_File_Lower,Adjusted_Desc_Product_Company_Avg_Proportion,0.30601641394791973
Suspicious_Process_Path,Original_File_Ext,0.30410658746116825
Original_File_Ext,Suspicious_Process_Path,0.30410658746116825
Std_Event_Time_Interval,Avg_File_Count,0.3032942725637111
Avg_File_Count,Std_Event_Time_Interval,0.3032942725637111
Avg_Children_Per_Parent,Unique_Operational_Id_Ratio,0.30329421314461136
Unique_Operational_Id_Ratio,Avg_Children_Per_Parent,0.30329421314461136
Adjusted_Unique_Process_Guid_Utc_Ratio,Cmd_Num_Special_Chars,0.3030298052256343
Cmd_Num_Special_Chars,Adjusted_Unique_Process_Guid_Utc_Ratio,0.3030298052256343
Original_File_Lower,Cmd_Length_x_Num_Digits,0.300109308182802
Cmd_Length_x_Num_Digits,Original_File_Lower,0.300109308182802
Avg_Metadata_Digit_Char,System_Provider_Entropy,0.2951460094675367
System_Provider_Entropy,Avg_Metadata_Digit_Char,0.2951460094675367
Adjusted_Original_File_Alpha_Numeric,Avg_File_Count,0.2943686214652132
Avg_File_Count,Adjusted_Original_File_Alpha_Numeric,0.2943686214652132
Common_Process_Name_Usage,Unique_Keyword_Task_Ratio,0.292161336752706
Unique_Keyword_Task_Ratio,Common_Process_Name_Usage,0.292161336752706
Unique_Message_Line_Numbers,Auth_Event_Ratio,0.2916199317049253
Auth_Event_Ratio,Unique_Message_Line_Numbers,0.2916199317049253
Cmd_Num_Special_Chars,Avg_Children_Per_Parent,0.2916000884834135
Avg_Children_Per_Parent,Cmd_Num_Special_Chars,0.2916000884834135
Uncategorized_Event_Ratio,Auth_Event_Ratio,0.29146335483537555
Auth_Event_Ratio,Uncategorized_Event_Ratio,0.29146335483537555
Adjusted_Unique_Process_Guid_Utc_Ratio,Cmd_Num_Uppercase,0.2913643685852254
Cmd_Num_Uppercase,Adjusted_Unique_Process_Guid_Utc_Ratio,0.2913643685852254
Event_UserData_CompatibilityFixEvent_FixID_Count,Unique_Operational_Id_Ratio,0.2910884805924163
Unique_Operational_Id_Ratio,Event_UserData_CompatibilityFixEvent_FixID_Count,0.2910884805924163
Hash_Anomalies,Adjusted_High_Privilege_Integrity_Ratio,0.2910781014910029
Adjusted_High_Privilege_Integrity_Ratio,Hash_Anomalies,0.2910781014910029
Original_File_Keyword,Admin_User_Ratio,0.2905128488929231
Admin_User_Ratio,Original_File_Keyword,0.2905128488929231
Unique_Keyword_Task_Ratio,Unique_File_Paths_Accessed,0.28962128970220585
Unique_File_Paths_Accessed,Unique_Keyword_Task_Ratio,0.28962128970220585
Original_File_Ext,Cmd_Num_Uppercase,0.28937039180299434
Cmd_Num_Uppercase,Original_File_Ext,0.28937039180299434
Avg_Children_Per_Parent,Unique_File_Paths_Accessed,0.2886226953608222
Unique_File_Paths_Accessed,Avg_Children_Per_Parent,0.2886226953608222
Avg_File_Count,Original_File_Keyword,0.2857770294242973
Original_File_Keyword,Avg_File_Count,0.2857770294242973
Interface_Guid_Ratio,Unique_Message_Line_Numbers,0.2852582933052561
Unique_Message_Line_Numbers,Interface_Guid_Ratio,0.2852582933052561
Interface_Guid_Ratio,Average_Event_Time_Interval,0.2841461175962279
Average_Event_Time_Interval,Interface_Guid_Ratio,0.2841461175962279
Unique_File_Paths_Accessed,Unique_Opcode_Ratio,0.28384562817948633
Unique_Opcode_Ratio,Unique_File_Paths_Accessed,0.28384562817948633
Adjusted_Unique_Process_Guid_Utc_Ratio,Avg_File_Count,0.2827800298231966
